"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Specie"
"forward_CO1_6058"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6059"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6060"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6061"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6062"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6063"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6064"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6065"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6066"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6067"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6068"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6069"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6070"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6071"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6072"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6073"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6074"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6075"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6076"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6077"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6078"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6079"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6080"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6081"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6082"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6083"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6084"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6085"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6086"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6087"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6088"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6089"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6090"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6091"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6092"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6093"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6094"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6095"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6096"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6097"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6098"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6099"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6100"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6101"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6102"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6103"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6104"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6105"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6106"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6107"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6108"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6109"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6110"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6111"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6112"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6113"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6114"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6115"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6116"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6117"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6118"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6119"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6120"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6121"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6122"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6123"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6124"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6125"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6126"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6127"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6128"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6129"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6130"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6131"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6132"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6133"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6134"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6135"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6136"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6137"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6138"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6139"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6140"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6141"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6142"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Idanthyrsus"	"Idanthyrsus macropalea"
"forward_CO1_6143"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6144"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6145"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6146"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6147"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6148"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6149"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6150"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6151"	"Eukaryota"	"Annelida"	"Polychaeta"	"Spionida"	"Spionidae"	"Polydora"	"Polydora lingshuiensis"
"forward_CO1_6152"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6153"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6154"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6155"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6156"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6157"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6158"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6159"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6160"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6161"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6162"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6163"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6164"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6165"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6166"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6167"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6168"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6169"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6170"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6171"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6172"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6173"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6174"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6175"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6176"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6177"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6178"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6179"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6180"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6181"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6182"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6183"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6184"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Idanthyrsus"	"Idanthyrsus macropalea"
"forward_CO1_6185"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Idanthyrsus"	"Idanthyrsus macropalea"
"forward_CO1_6186"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Idanthyrsus"	"Idanthyrsus macropalea"
"forward_CO1_6187"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Idanthyrsus"	"Idanthyrsus macropalea"
"forward_CO1_6188"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Idanthyrsus"	"Idanthyrsus macropalea"
"forward_CO1_6189"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Idanthyrsus"	"Idanthyrsus macropalea"
"forward_CO1_6190"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Idanthyrsus"	"Idanthyrsus macropalea"
"forward_CO1_6191"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Idanthyrsus"	"Idanthyrsus macropalea"
"forward_CO1_6192"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Idanthyrsus"	"Idanthyrsus macropalea"
"forward_CO1_6193"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Idanthyrsus"	"Idanthyrsus macropalea"
"forward_CO1_6194"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Idanthyrsus"	"Idanthyrsus macropalea"
"forward_CO1_6195"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Idanthyrsus"	"Idanthyrsus macropalea"
"forward_CO1_6196"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Idanthyrsus"	"Idanthyrsus macropalea"
"forward_CO1_6197"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Idanthyrsus"	"Idanthyrsus macropalea"
"forward_CO1_6198"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Idanthyrsus"	"Idanthyrsus macropalea"
"forward_CO1_6199"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Idanthyrsus"	"Idanthyrsus macropalea"
"forward_CO1_6200"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Idanthyrsus"	"Idanthyrsus macropalea"
"forward_CO1_6201"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Idanthyrsus"	"Idanthyrsus macropalea"
"forward_CO1_6202"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Idanthyrsus"	"Idanthyrsus macropalea"
"forward_CO1_6203"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Idanthyrsus"	"Idanthyrsus macropalea"
"forward_CO1_6204"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Idanthyrsus"	"Idanthyrsus macropalea"
"forward_CO1_6205"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Idanthyrsus"	"Idanthyrsus macropalea"
"forward_CO1_6206"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Idanthyrsus"	"Idanthyrsus macropalea"
"forward_CO1_6207"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Idanthyrsus"	"Idanthyrsus macropalea"
"forward_CO1_6208"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Idanthyrsus"	"Idanthyrsus macropalea"
"forward_CO1_6209"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Idanthyrsus"	"Idanthyrsus macropalea"
"forward_CO1_6210"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Idanthyrsus"	"Idanthyrsus macropalea"
"forward_CO1_6211"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Idanthyrsus"	"Idanthyrsus macropalea"
"forward_CO1_6212"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Idanthyrsus"	"Idanthyrsus macropalea"
"forward_CO1_6213"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Idanthyrsus"	"Idanthyrsus macropalea"
"forward_CO1_6214"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Idanthyrsus"	"Idanthyrsus macropalea"
"forward_CO1_6215"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Idanthyrsus"	"Idanthyrsus macropalea"
"forward_CO1_6216"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Idanthyrsus"	"Idanthyrsus macropalea"
"forward_CO1_6217"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Idanthyrsus"	"Idanthyrsus macropalea"
"forward_CO1_6218"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Idanthyrsus"	"Idanthyrsus macropalea"
"forward_CO1_6219"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Idanthyrsus"	"Idanthyrsus macropalea"
"forward_CO1_6220"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Idanthyrsus"	"Idanthyrsus macropalea"
"forward_CO1_6221"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Idanthyrsus"	"Idanthyrsus macropalea"
"forward_CO1_6222"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6223"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6224"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6225"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6226"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6227"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6228"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6229"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6230"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6231"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6232"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6233"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6234"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6235"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6236"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6237"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6238"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6239"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6240"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6241"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6242"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6243"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6244"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6245"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6246"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6247"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6248"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6249"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6250"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6251"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6252"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6253"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_6254"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
